model,bodytype,color,specs,engine,mileage,price,city
2014 BMW 3 Series 320i xDrive,Sedan,Black,"Used 2014 BMW 3 Series 320i xDrive with AWD, Fog Lights, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",4 Cyl,"Mileage: 23,603 miles","$19,494 ",NYC
2015 Kia Sportage LX,SUV,Red,"Used 2015 Kia Sportage LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats",4 Cyl,"Mileage: 26,453 miles","$14,771 ",NYC
2015 Kia Optima EX,Sedan,White,"Used 2015 Kia Optima EX with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 9,909 miles","$16,641 ",NYC
2014 Honda Civic LX,Sedan,Red,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 44,774 miles","$11,900 ",NYC
2014 BMW X1 xDrive28i,SUV,Black,"Used 2014 BMW X1 xDrive28i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, Power Windows",4 Cyl,"Mileage: 23,074 miles","$22,595 ",NYC
2014 Honda Civic LX,Sedan,Silver,"Used 2014 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, Intermittent Wipers, Power Locks",4 Cyl,"Mileage: 31,109 miles","$11,499 ",NYC
2016 Hyundai Elantra SE,Sedan,Black,"Used 2016 Hyundai Elantra SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 25,342 miles","$12,500 ",NYC
2014 Toyota Sienna XLE,Minivan,Gray,"Used 2014 Toyota Sienna XLE with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",6 Cyl,"Mileage: 34,343 miles","$25,995 ",NYC
2014 Toyota Prius v Three,Wagon,Silver,"Used 2014 Toyota Prius v Three with FWD, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering",4 Cyl,"Mileage: 25,832 miles","$17,999 ",NYC
2015 Ford Fusion SE,Sedan,White,"Used 2015 Ford Fusion SE with AWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Satellite Radio, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 51,703 miles","$14,999 ",NYC
2014 Hyundai Sonata GLS,Sedan,Gray,"Used 2014 Hyundai Sonata GLS with FWD, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",4 Cyl,"Mileage: 41,015 miles","$11,499 ",NYC
2014 Toyota Sienna XLE,Minivan,Gray,"Used 2014 Toyota Sienna XLE with AWD, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Air Conditioning, Power Windows, AM/FM, Trip Computer, Front Airbags (Driver)",6 Cyl,"Mileage: 33,164 miles","$25,595 ",NYC
2015 Chevrolet Corvette Z51,Coupe,Black,"Used 2015 Chevrolet Corvette Z51 with RWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, Air Conditioning, Power Windows, AM/FM, Trip Computer, Power Locks, Rear Window Defroster",8 Cyl,"Mileage: 9,450 miles","$50,995 ",NYC
2013 Honda CR-V EXL,SUV,Brown,"Used 2013 Honda CR-V EXL with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,"Mileage: 43,401 miles","$18,900 ",NYC
2014 Toyota RAV4 Limited Edition,SUV,Gray,"Used 2014 Toyota RAV4 Limited Edition with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",4 Cyl,"Mileage: 23,462 miles","$21,886 ",NYC
2014 Toyota Sienna XLE,Minivan,Silver,"Used 2014 Toyota Sienna XLE with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,"Mileage: 41,163 miles","$24,977 ",NYC
2015 Toyota Highlander XLE,SUV,Red,"Used 2015 Toyota Highlander XLE with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,"Mileage: 36,484 miles","$31,356 ",NYC
2014 Toyota Corolla S,Sedan,Red,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,"Mileage: 28,307 miles","$13,788 ",NYC
2015 Toyota RAV4 Limited Edition,SUV,Blue,"Used 2015 Toyota RAV4 Limited Edition with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",4 Cyl,"Mileage: 25,377 miles","$23,753 ",NYC
2015 Toyota Tacoma,Pickup,Gray,"Used 2015 Toyota Tacoma with 4WD, Double Cab, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 15,655 miles","$29,788 ",NYC
2007 Suzuki XL-7,SUV,Black,"Used 2007 Suzuki XL-7 with AWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Windows, AM/FM",6 Cyl,"Mileage: 89,661 miles","$5,188 ",NYC
2013 Mazda Mazda3,Sedan,White,"Used 2013 Mazda Mazda3 with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 14,264 miles","$10,995 ",NYC
2011 Honda Pilot EXL,SUV,Black,"Used 2011 Honda Pilot EXL with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Trailer Hitch, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera",6 Cyl,"Mileage: 100,545 miles","$13,971 ",NYC
2013 Volkswagen CC Sport,Sedan,Silver,"Used 2013 Volkswagen CC Sport with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,"Mileage: 68,383 miles","$10,995 ",NYC
2014 Volkswagen Jetta GLI,Sedan,White,"Used 2014 Volkswagen Jetta GLI with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,"Mileage: 42,222 miles","$15,995 ",NYC
2008 Chevrolet Equinox LT,SUV,Black,"Used 2008 Chevrolet Equinox LT with AWD, Remote Start, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 125,330 miles","$4,999 ",NYC
2008 Honda Odyssey EX,Minivan,Silver,"Used 2008 Honda Odyssey EX with FWD, Leather Seats, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 147,515 miles","$6,695 ",NYC
2013 Hyundai Sonata SE,Sedan,Gray,"Used 2013 Hyundai Sonata SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 85,512 miles","$9,213 ",NYC
2008 Chevrolet Equinox LT,SUV,Black,"Used 2008 Chevrolet Equinox LT with AWD, Remote Start, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 125,330 miles","$4,999 ",NYC
2008 Honda Odyssey EX,Minivan,Silver,"Used 2008 Honda Odyssey EX with FWD, Leather Seats, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 147,515 miles","$6,695 ",NYC
2013 Hyundai Sonata SE,Sedan,Gray,"Used 2013 Hyundai Sonata SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 85,512 miles","$9,213 ",NYC
2014 Nissan Versa S,Sedan,Gray,"Used 2014 Nissan Versa S with FWD, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, AM/FM, Trip Computer, Rear Window Defroster, Front Airbags (Driver)",4 Cyl,"Mileage: 29,922 miles","$8,995 ",NYC
2008 Jeep Wrangler X,SUV,Black,"Used 2008 Jeep Wrangler X with 4WD, CD (Single Disc), MP3, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Intermittent Wipers, Front Airbags (Driver)",6 Cyl,"Mileage: 29,348 miles","$19,000 ",NYC
2013 Honda Accord Sport,Sedan,Black,"Used 2013 Honda Accord Sport with FWD, Fog Lights, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Aux Audio Adapter, Trip Computer, Power Seat (Driver), Intermittent Wipers",4 Cyl,"Mileage: 16,545 miles","$14,999 ",NYC
2008 Honda Civic LX,Sedan,Black,"Used 2008 Honda Civic LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Trip Computer, Power Locks, Rear Window Defroster",4 Cyl,"Mileage: 145,555 miles","$5,999 ",NYC
2013 Chrysler Town & Country Touring,Minivan,Blue,"Used 2013 Chrysler Town & Country Touring with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,"Mileage: 81,658 miles","$12,977 ",NYC
2014 Nissan Versa Note,Hatchback,White,"Used 2014 Nissan Versa Note with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM",4 Cyl,"Mileage: 34,030 miles","$8,589 ",NYC
2013 Toyota Prius,Hatchback,Gray,"Used 2013 Toyota Prius with FWD, Air Conditioning, Power Steering, Trip Computer, Intermittent Wipers, Power Locks, Rear Window Defroster, Handsfree/Bluetooth Integration",4 Cyl,"Mileage: 79,999 miles","$10,768 ",NYC
2014 Ford Focus SE,Sedan,Red,"Used 2014 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 36,500 miles","$8,994 ",NYC
2008 Honda CR-V LX,SUV,Black,"Used 2008 Honda CR-V LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 114,121 miles","$7,688 ",NYC
2014 Chevrolet Cruze LS,Sedan,Gray,"Used 2014 Chevrolet Cruze LS with FWD, Navigation System, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 37,435 miles","$7,888 ",NYC
2009 Pontiac G3 Base,Hatchback,Gray,"Used 2009 Pontiac G3 Base with FWD, Fog Lights, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, Intermittent Wipers, Rear Window Defroster",4 Cyl,"Mileage: 23,428 miles","$6,062 ",NYC
2013 Volvo S60,Sedan,Gray,"Used 2013 Volvo S60 with AWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",6 Cyl,"Mileage: 24,713 miles","$22,246 ",NYC
2015 Volvo XC60 T6,SUV,Black,"Used 2015 Volvo XC60 T6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 31,895 miles","$29,497 ",NYC
2014 Chrysler 300,Sedan,Red,"Used 2014 Chrysler 300 with RWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, DVD, Air Conditioning, MP3, Power Steering, AM/FM",6 Cyl,"Mileage: 68,917 miles","$12,995 ",NYC
2015 Volvo S60 T5,Sedan,White,"Used 2015 Volvo S60 T5 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",5 Cyl,"Mileage: 22,633 miles","$25,997 ",NYC
2014 Volvo XC60 T6,SUV,Silver,"Used 2014 Volvo XC60 T6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",6 Cyl,"Mileage: 24,148 miles","$28,697 ",NYC
2015 Volvo XC60 T6,SUV,Black,"Used 2015 Volvo XC60 T6 with AWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 26,270 miles","$32,047 ",NYC
2015 Volvo XC60 T6,SUV,Red,"Used 2015 Volvo XC60 T6 with AWD, Leather Seats, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering",6 Cyl,"Mileage: 34,418 miles","$29,346 ",NYC
2016 Lexus RC 300,Coupe,Silver,"Used 2016 Lexus RC 300 with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",6 Cyl,"Mileage: 4,504 miles","$37,777 ",NYC
2014 Hyundai Sonata GLS,Sedan,White,"Used 2014 Hyundai Sonata GLS with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",4 Cyl,"Mileage: 21,233 miles","$11,977 ",NYC
2014 BMW 5 Series 528i xDrive,Sedan,Gray,"Used 2014 BMW 5 Series 528i xDrive with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 43,691 miles","$23,777 ",NYC
2015 BMW 5 Series 528i,Sedan,Blue,"Used 2015 BMW 5 Series 528i with RWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 21,796 miles","$28,977 ",NYC
2014 Audi A8,Sedan,Black,"Used 2014 Audi A8 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",8 Cyl,"Mileage: 36,523 miles","$38,777 ",NYC
2008 Acura TL,Sedan,White,"Used 2008 Acura TL with FWD, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 83,823 miles","$9,995 ",NYC
2015 Nissan Altima,Sedan,White,"Used 2015 Nissan Altima with FWD, Remote Start, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 37,578 miles","$12,977 ",NYC
2014 BMW 5 Series 528i xDrive,Sedan,Gray,"Used 2014 BMW 5 Series 528i xDrive with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 37,996 miles","$23,777 ",NYC
2015 BMW X5 xDrive35i,SUV,White,"Used 2015 BMW X5 xDrive35i with AWD, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 26,182 miles","$38,488 ",NYC
2014 BMW X3 xDrive35i,SUV,Black,"Used 2014 BMW X3 xDrive35i with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM",6 Cyl,"Mileage: 50,031 miles","$25,777 ",NYC
2015 Audi A3,Sedan,White,"Used 2015 Audi A3 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 34,503 miles","$21,777 ",NYC
2015 Mini Cooper Countryman S,SUV,Blue,"Used 2015 Mini Cooper Countryman S with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,"Mileage: 59,356 miles","$16,977 ",NYC
2014 BMW 7 Series 750Li xDrive,Sedan,Silver,"Used 2014 BMW 7 Series 750Li xDrive with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Power Steering, Aux Audio Adapter",8 Cyl,"Mileage: 61,835 miles","$34,995 ",NYC
2015 Nissan Altima,Sedan,Gray,"Used 2015 Nissan Altima with FWD, Keyless Entry, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 29,111 miles","$12,985 ",NYC
2011 Acura MDX,SUV,Blue,"Used 2011 Acura MDX with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 64,074 miles","$17,990 ",NYC
2014 Toyota RAV4 Limited Edition,SUV,Black,"Used 2014 Toyota RAV4 Limited Edition with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",4 Cyl,"Mileage: 25,832 miles","$20,649 ",NYC
2014 Honda CR-V LX,SUV,Brown,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 32,046 miles","$16,000 ",NYC
2014 Honda Accord LX,Sedan,Red,"Used 2014 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 25,355 miles","$14,600 ",NYC
2014 BMW M5,Sedan,White,"Used 2014 BMW M5 with RWD, Leather Seats, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",8 Cyl,"Mileage: 30,507 miles","$53,850 ",NYC
2014 Honda Pilot LX,SUV,Black,"Used 2014 Honda Pilot LX with 4WD, Trailer Hitch, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",6 Cyl,"Mileage: 33,518 miles","$21,995 ",NYC
2013 Mercedes-Benz C-Class C 300,Sedan,Black,"Used 2013 Mercedes-Benz C-Class C 300 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Power Steering",6 Cyl,"Mileage: 32,992 miles","$18,450 ",NYC
2014 Honda Odyssey Touring,Minivan,Silver,"Used 2014 Honda Odyssey Touring with FWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,"Mileage: 35,856 miles","$26,595 ",NYC
2014 Honda CR-V LX,SUV,Brown,"Used 2014 Honda CR-V LX with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 33,301 miles","$16,119 ",NYC
2015 BMW X5 xDrive35i,SUV,Gray,"Used 2015 BMW X5 xDrive35i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,"Mileage: 35,578 miles","$35,450 ",NYC
2014 Honda Accord LX,Sedan,Black,"Used 2014 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 12,266 miles","$15,371 ",NYC
2014 Honda Accord LX,Sedan,Gray,"Used 2014 Honda Accord LX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 14,585 miles","$15,687 ",NYC
2014 Audi A5 Premium Plus,Coupe,Black,"Used 2014 Audi A5 Premium Plus with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 37,105 miles","$24,776 ",NYC
2016 Jeep Wrangler Sport,SUV,White,"Used 2016 Jeep Wrangler Sport with 4WD, Fog Lights, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",6 Cyl,"Mileage: 8,514 miles","$30,990 ",NYC
2015 Audi Q3 Prestige,SUV,White,"Used 2015 Audi Q3 Prestige with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",4 Cyl,"Mileage: 30,645 miles","$27,994 ",NYC
2014 Audi A5 Premium Plus,Coupe,Black,"Used 2014 Audi A5 Premium Plus with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 37,105 miles","$24,776 ",NYC
2013 BMW 6 Series 650i xDrive,Coupe,Black,"Used 2013 BMW 6 Series 650i xDrive with AWD, Navigation System, Rear-View Camera",8 Cyl,"Mileage: 36,149 miles","$35,800 ",NYC
2007 Toyota Highlander,SUV,Blue,,4 Cyl,"Mileage: 86,918 miles","$9,483 ",NYC
2011 Honda Accord LX,Sedan,White,"Used 2011 Honda Accord LX with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 55,295 miles","$9,777 ",NYC
2012 Nissan Z 370Z,Coupe,Silver,"Used 2012 Nissan Z 370Z with RWD, Trailer Hitch, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 61,343 miles","$17,980 ",NYC
2011 BMW 3 Series 335i xDrive,Coupe,Blue,"Used 2011 BMW 3 Series 335i xDrive with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, CD (Single Disc), Air Conditioning, MP3, Power Steering, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 53,110 miles","$16,988 ",NYC
2011 Nissan Rogue,SUV,Gray,"Used 2011 Nissan Rogue with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",4 Cyl,"Mileage: 97,472 miles","$5,500 ",NYC
2013 Hyundai Elantra SE,Coupe,Blue,"Used 2013 Hyundai Elantra SE with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 97,585 miles","$7,000 ",NYC
2014 Infiniti QX60,SUV,Black,"Used 2014 Infiniti QX60 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 35,881 miles","$27,895 ",NYC
2016 Volkswagen Tiguan SEL,SUV,Black,"Used 2016 Volkswagen Tiguan SEL with AWD, Leather Seats, Fog Lights, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 22,219 miles","$21,900 ",NYC
2013 Volkswagen Beetle,Hatchback,Silver,"Used 2013 Volkswagen Beetle with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",4 Cyl,"Mileage: 28,701 miles","$12,900 ",NYC
2013 Audi Q5 Premium Plus,SUV,Black,"Used 2013 Audi Q5 Premium Plus with AWD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 58,990 miles","$21,995 ",NYC
2014 BMW 6 Series 640i xDrive,Coupe,Black,"Used 2014 BMW 6 Series 640i xDrive with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, Power Steering, AM/FM",6 Cyl,"Mileage: 38,943 miles","$33,995 ",NYC
2015 Mercedes-Benz M-Class ML 350,SUV,Black,"Used 2015 Mercedes-Benz M-Class ML 350 with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD",6 Cyl,"Mileage: 23,628 miles","$36,995 ",NYC
