price,mileage,color,model,engine,specs,bodytype,city
"$25,999 ","Mileage: 46,330 miles",Silver,2014 BMW Z4 sDrive28i,4 Cyl,"Used 2014 BMW Z4 sDrive28i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Convertible,Seattle
"$37,999 ","Mileage: 2,972 miles",Black,2016 Nissan Titan XD SL,8 Cyl,"Used 2016 Nissan Titan XD SL with 4WD, Leather Seats, Alloy Wheels, Navigation System, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, Power Steering, Power Windows",Pickup,Seattle
"$17,269 ","Mileage: 61,390 miles",Silver,2010 Audi Q5 Premium Plus,6 Cyl,"Used 2010 Audi Q5 Premium Plus with AWD, Fog Lights, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Trip Computer, Power Seat (Driver)",SUV,Seattle
"$19,991 ","Mileage: 24,993 miles",Gray,2015 Acura ILX Technology,4 Cyl,"Used 2015 Acura ILX Technology with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Sedan,Seattle
"$17,985 ","Mileage: 12,299 miles",White,2014 Volkswagen Tiguan S,4 Cyl,"Used 2014 Volkswagen Tiguan S with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",SUV,Seattle
"$49,900 ","Mileage: 20,745 miles",Blue,2014 Tesla Model S 60,Electric,"Used 2014 Tesla Model S 60 with RWD, Remote Start, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Sedan,Seattle
"$37,996 ","Mileage: 40,835 miles",Black,2014 BMW 7 Series 750Li xDrive,8 Cyl,"Used 2014 BMW 7 Series 750Li xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers",Sedan,Seattle
"$28,517 ","Mileage: 21,130 miles",Silver,2014 Lincoln MKX,6 Cyl,"Used 2014 Lincoln MKX with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",SUV,Seattle
"$18,970 ","Mileage: 48,589 miles",Red,2015 Subaru Forester 2.5i,4 Cyl,"Used 2015 Subaru Forester 2.5i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",SUV,Seattle
"$37,975 ","Mileage: 54,636 miles",Gray,2015 Ram 2500 Laramie,8 Cyl,"Used 2015 Ram 2500 Laramie with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio",Pickup,Seattle
"$6,999 ","Mileage: 82,387 miles",Red,2010 Scion xB,4 Cyl,"Used 2010 Scion xB with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, Trip Computer, Intermittent Wipers",Wagon,Seattle
"$10,975 ","Mileage: 62,683 miles",Gray,2013 Honda Civic EXL,4 Cyl,"Used 2013 Honda Civic EXL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",Sedan,Seattle
"$25,999 ","Mileage: 46,330 miles",Silver,2014 BMW Z4 sDrive28i,4 Cyl,"Used 2014 BMW Z4 sDrive28i with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",Convertible,Seattle
"$37,999 ","Mileage: 2,972 miles",Black,2016 Nissan Titan XD SL,8 Cyl,"Used 2016 Nissan Titan XD SL with 4WD, Leather Seats, Alloy Wheels, Navigation System, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Air Conditioning, Power Steering, Power Windows",Pickup,Seattle
"$17,269 ","Mileage: 61,390 miles",Silver,2010 Audi Q5 Premium Plus,6 Cyl,"Used 2010 Audi Q5 Premium Plus with AWD, Fog Lights, Heated Seats, Air Conditioning, Power Steering, Power Windows, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes, Trip Computer, Power Seat (Driver)",SUV,Seattle
"$19,991 ","Mileage: 24,993 miles",Gray,2015 Acura ILX Technology,4 Cyl,"Used 2015 Acura ILX Technology with FWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Sedan,Seattle
"$17,985 ","Mileage: 12,299 miles",White,2014 Volkswagen Tiguan S,4 Cyl,"Used 2014 Volkswagen Tiguan S with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",SUV,Seattle
"$49,900 ","Mileage: 20,745 miles",Blue,2014 Tesla Model S 60,Electric,"Used 2014 Tesla Model S 60 with RWD, Remote Start, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",Sedan,Seattle
"$37,996 ","Mileage: 40,835 miles",Black,2014 BMW 7 Series 750Li xDrive,8 Cyl,"Used 2014 BMW 7 Series 750Li xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering, AM/FM, Intermittent Wipers",Sedan,Seattle
"$28,517 ","Mileage: 21,130 miles",Silver,2014 Lincoln MKX,6 Cyl,"Used 2014 Lincoln MKX with FWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",SUV,Seattle
"$39,996 ","Mileage: 18,620 miles",Blue,2015 Audi S4,6 Cyl,"Used 2015 Audi S4 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Power Steering",Sedan,Seattle
"$14,676 ","Mileage: 53,976 miles",Blue,2014 Toyota Camry SE,4 Cyl,"Used 2014 Toyota Camry SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Sedan,Seattle
"$18,970 ","Mileage: 48,589 miles",Red,2015 Subaru Forester 2.5i,4 Cyl,"Used 2015 Subaru Forester 2.5i with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",SUV,Seattle
"$37,975 ","Mileage: 54,636 miles",Gray,2015 Ram 2500 Laramie,8 Cyl,"Used 2015 Ram 2500 Laramie with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio",Pickup,Seattle
"$17,000 ","Mileage: 27,321 miles",Blue,2014 Ford Escape SE,4 Cyl,"Used 2014 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$15,788 ","Mileage: 21,959 miles",Blue,2014 Honda Civic EX,4 Cyl,"Used 2014 Honda Civic EX with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Sedan,Seattle
"$21,397 ","Mileage: 72,016 miles",Gray,2014 Honda Pilot LX,6 Cyl,"Used 2014 Honda Pilot LX with 4WD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats",SUV,Seattle
"$14,000 ","Mileage: 30,371 miles",Silver,2013 Mazda CX-5 Sport,4 Cyl,"Used 2013 Mazda CX-5 Sport with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",SUV,Seattle
"$8,995 ","Mileage: 104,670 miles",Black,2011 Mitsubishi Lancer GTS,4 Cyl,"Used 2011 Mitsubishi Lancer GTS with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",Sedan,Seattle
"$21,585 ","Mileage: 50,644 miles",Red,2014 Ford Edge SEL,6 Cyl,"Used 2014 Ford Edge SEL with AWD, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering",SUV,Seattle
"$20,481 ","Mileage: 24,425 miles",Black,2014 Lexus CT 200h,4 Cyl,"Used 2014 Lexus CT 200h with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Hatchback,Seattle
"$17,293 ","Mileage: 18,750 miles",Silver,2014 Ford Mustang,6 Cyl,"Used 2014 Ford Mustang with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",Coupe,Seattle
"$36,787 ","Mileage: 11,882 miles",Silver,2016 Honda Odyssey Touring,6 Cyl,"Used 2016 Honda Odyssey Touring with FWD, Fog Lights, Third Row Seating, Navigation System, Cruise Control, Rear-View Camera, Split/Folding Seats, DVD, MP3, Power Steering, AM/FM",Minivan,Seattle
"$5,999 ","Mileage: 114,140 miles",Black,2006 Mercury Mariner,6 Cyl,"Used 2006 Mercury Mariner with 4WD, Leather Seats, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Power Steering, Power Windows, AM/FM, Power Seat (Driver), Power Locks",SUV,Seattle
"$16,996 ","Mileage: 66,211 miles",White,2013 BMW X1 xDrive28i,4 Cyl,"Used 2013 BMW X1 xDrive28i with AWD, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, AM/FM, Aux Audio Adapter, Power Locks",SUV,Seattle
"$9,990 ","Mileage: 198,574 miles",White,2006 Cadillac Escalade,8 Cyl,"Used 2006 Cadillac Escalade with RWD, Leather Seats, Fog Lights, Trailer Hitch, Third Row Seating, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3",SUV,Seattle
"$22,814 ","Mileage: 37,830 miles",Black,2014 Infiniti Q50 Premium,6 Cyl,"Used 2014 Infiniti Q50 Premium with AWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$19,595 ","Mileage: 33,220 miles",Black,2013 Nissan Frontier SV,6 Cyl,"Used 2013 Nissan Frontier SV with 4WD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",Pickup,Seattle
"$12,999 ","Mileage: 10,287 miles",White,2015 Ford Focus SE,4 Cyl,"Used 2015 Ford Focus SE with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Power Seat (Driver)",Hatchback,Seattle
"$10,975 ","Mileage: 107,659 miles",Brown,2014 Hyundai Tucson SE,4 Cyl,"Used 2014 Hyundai Tucson SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$16,445 ","Mileage: 28,681 miles",Brown,2014 Buick Encore Convenience,4 Cyl,"Used 2014 Buick Encore Convenience with FWD, Remote Start, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$26,314 ","Mileage: 30,884 miles",Gray,2015 Kia Sorento SX,6 Cyl,"Used 2015 Kia Sorento SX with AWD, Fog Lights, Power Sun/Moonroof, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",SUV,Seattle
"$18,950 ","Mileage: 27,337 miles",Silver,2014 Acura TL Special Edition,6 Cyl,"Used 2014 Acura TL Special Edition with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Air Conditioning, MP3, Satellite Radio",Sedan,Seattle
"$13,900 ","Mileage: 8,480 miles",Unspecified,2016 Ford Focus SE,4 Cyl,"Used 2016 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",Hatchback,Seattle
"$15,824 ","Mileage: 44,778 miles",Gray,2015 Ford Escape SE,4 Cyl,"Used 2015 Ford Escape SE with FWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$12,958 ","Mileage: 112,837 miles",Unspecified,2012 Ford Edge SEL,6 Cyl,"Used 2012 Ford Edge SEL with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",SUV,Seattle
"$18,691 ","Mileage: 45,220 miles",Blue,2012 Subaru Forester 2.5X,4 Cyl,"Used 2012 Subaru Forester 2.5X with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, 4-Wheel Disc Brakes",SUV,Seattle
"$22,514 ","Mileage: 9,841 miles",Blue,2016 Subaru Legacy 2.5i Limited,4 Cyl,"Used 2016 Subaru Legacy 2.5i Limited with AWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Sedan,Seattle
"$34,048 ","Mileage: 10,901 miles",Gray,2013 Ford F-150,6 Cyl,"Used 2013 Ford F-150 with 4WD, Power Steering, 4-Wheel Disc Brakes, Front Airbags (Driver)",Pickup,Seattle
"$26,995 ","Mileage: 80,448 miles",Black,2014 Honda Pilot Touring,6 Cyl,"Used 2014 Honda Pilot Touring with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",SUV,Seattle
"$24,577 ","Mileage: 118,431 miles",Black,2011 Chevrolet Suburban 1500 LTZ,8 Cyl,"Used 2011 Chevrolet Suburban 1500 LTZ with 4WD, Leather Seats, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Heated Seats, CD (Single Disc), MP3, Power Steering, AM/FM",SUV,Seattle
"$9,895 ","Mileage: 32,962 miles",Red,2013 Ford Focus SE,4 Cyl,"Used 2013 Ford Focus SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$36,995 ","Mileage: 15,059 miles",Blue,2016 Ram 1500 Laramie,8 Cyl,"Used 2016 Ram 1500 Laramie with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows",Pickup,Seattle
"$23,750 ","Mileage: 26,979 miles",Red,2014 Toyota RAV4 Limited Edition,4 Cyl,"Used 2014 Toyota RAV4 Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",SUV,Seattle
"$7,500 ","Mileage: 56,831 miles",Green,2011 Mazda Mazda2 Sport,4 Cyl,"Used 2011 Mazda Mazda2 Sport with FWD, Keyless Entry, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Intermittent Wipers",Hatchback,Seattle
"$20,981 ","Mileage: 2,234 miles",White,2016 Ford Taurus SEL,6 Cyl,"Used 2016 Ford Taurus SEL with FWD, Leather Seats, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",Sedan,Seattle
"$22,981 ","Mileage: 56,143 miles",Gray,2014 Infiniti Q50 Premium,6 Cyl,"Used 2014 Infiniti Q50 Premium with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",Sedan,Seattle
"$19,950 ","Mileage: 41,432 miles",Gray,2012 Chevrolet Colorado LT,5 Cyl,"Used 2012 Chevrolet Colorado LT with 4WD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Towing Package, Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM",Pickup,Seattle
"$13,485 ","Mileage: 24,993 miles",Silver,2014 Volkswagen Jetta SE,4 Cyl,"Used 2014 Volkswagen Jetta SE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",Sedan,Seattle
"$7,995 ","Mileage: 91,666 miles",White,2009 Mazda Mazda5 Sport,4 Cyl,"Used 2009 Mazda Mazda5 Sport with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM",Minivan,Seattle
"$9,953 ","Mileage: 84,219 miles",Red,2012 Ford Focus SEL,4 Cyl,"Used 2012 Ford Focus SEL with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",Hatchback,Seattle
"$9,995 ","Mileage: 112,991 miles",Brown,2001 Jeep Wrangler Sport,6 Cyl,"Used 2001 Jeep Wrangler Sport with 4WD, CD (Single Disc), Towing Package, Air Conditioning, Power Steering, AM/FM",SUV,Seattle
"$29,996 ","Mileage: 11,374 miles",Gray,2014 BMW 5 Series 528i,4 Cyl,"Used 2014 BMW 5 Series 528i with RWD, Fog Lights, Alloy Wheels, Navigation System, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, Satellite Radio, Power Steering",Sedan,Seattle
"$20,495 ","Mileage: 60,053 miles",Blue,2011 Ford Explorer Limited Edition,6 Cyl,"Used 2011 Ford Explorer Limited Edition with FWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",SUV,Seattle
"$24,914 ","Mileage: 31,234 miles",White,2015 Toyota Tacoma Base,4 Cyl,"Used 2015 Toyota Tacoma Base with RWD, Double Cab, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Front Airbags (Driver)",Pickup,Seattle
"$35,300 ","Mileage: 32,448 miles",Black,2015 GMC Sierra 1500 SLT,8 Cyl,"Used 2015 GMC Sierra 1500 SLT with 4WD, Remote Start, Fog Lights, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",Pickup,Seattle
"$17,096 ","Mileage: 35,956 miles",Unspecified,2013 Chevrolet Equinox LT,4 Cyl,"Used 2013 Chevrolet Equinox LT with FWD, Alloy Wheels, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, AM/FM, Aux Audio Adapter, 4-Wheel Disc Brakes",SUV,Seattle
"$23,950 ","Mileage: 6,671 miles",Silver,2016 Subaru Forester 2.5i,4 Cyl,"Used 2016 Subaru Forester 2.5i with AWD, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
"$8,995 ","Mileage: 107,201 miles",Green,2004 Chevrolet Silverado 1500,8 Cyl,"Used 2004 Chevrolet Silverado 1500 with 4WD, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Front Airbags (Driver)",Pickup,Seattle
"$29,999 ","Mileage: 13,443 miles",Unspecified,2015 Infiniti Q60,6 Cyl,"Used 2015 Infiniti Q60 with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3",Coupe,Seattle
"$8,999 ","Mileage: 38,671 miles",Red,2013 Fiat 500 Sport,4 Cyl,"Used 2013 Fiat 500 Sport with FWD, Alloy Wheels, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM, Rear Window Defroster",Hatchback,Seattle
"$7,931 ","Mileage: 51,646 miles",Red,2007 Chevrolet Impala LT,6 Cyl,"Used 2007 Chevrolet Impala LT with FWD, Remote Start, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, Cloth Seats, Power Steering, Power Windows, AM/FM",Sedan,Seattle
"$16,187 ","Mileage: 63,282 miles",Silver,2014 Ford Escape SE,4 Cyl,"Used 2014 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",SUV,Seattle
